,address,asked_price,coordinate,final_price,pourcentage_difference,land_area,area,commune,price_per_area,rooms,sale_date,supplemental_area
24.7,Slättgårdsvägen 46,14000000.0,"[59.295470799553044, 17.95480649765988]",14000000,0.0,1100.0,144.0,"Mälarhöjden, Stockholms kommun",97222.0,7.0,Såld 2022-04-01,50.0
25.7,Mellangårdsvägen 15,6500000.0,"[59.38091517862708, 17.874983996478488]",6920000,6.0,729.0,105.0,"Spånga Solhem, Stockholms kommun",65905.0,6.0,Såld 2022-04-01,105.0
26.7,Skälbyvägen 8,5890000.0,"[59.4022430893, 17.862859334]",6900000,17.0,1076.0,90.0,"Barkarby, Järfälla kommun",76667.0,6.0,Såld 2022-03-31,86.0
27.7,Högmora ringväg 24,5495000.0,"[59.2363999684, 18.0475192597]",6200000,13.0,1501.0,64.0,"Högmora, Huddinge kommun",96875.0,5.0,Såld 2022-03-31,35.0
28.7,Rostvingevägen 8,7995000.0,"[59.24708, 18.0268059]",8490000,6.0,877.0,145.0,"Myrängen, Huddinge kommun",58552.0,5.0,Såld 2022-03-31,10.0
29.7,Häradsvägen 12,8500000.0,"[59.25438948552662, 17.991135660503062]",10750000,26.0,1006.0,128.0,"Stuvsta, Huddinge kommun",83984.0,8.0,Såld 2022-03-31,80.0
30.7,Vandrarstigen 17,8500000.0,"[59.3728256, 17.9166489]",8400000,1.0,1260.0,116.0,"Spånga - Sundby, Stockholms kommun",72414.0,5.0,Såld 2022-03-31,66.0
31.7,Månskensvägen 8A,8475000.0,"[59.37524449659057, 17.89952521164355]",8625000,2.0,681.0,194.0,"Spånga Solhem, Stockholms kommun",44459.0,7.0,Såld 2022-03-31,54.0
32.7,Kontoristvägen 23,7495000.0,"[59.2530136, 18.0764313]",8650000,15.0,500.0,96.0,"Hökarängen, Stockholms kommun",90104.0,7.0,Såld 2022-03-31,65.0
33.7,Furuvägen 5B,9995000.0,"[59.2235451, 18.179]",10650000,7.0,1139.0,183.0,"Fornudden, Tyresö kommun",58197.0,7.0,Såld 2022-03-31,47.0
34.7,Björkhagsvägen 32B,8995000.0,"[59.3699971941, 17.9527487478]",10350000,15.0,619.0,119.0,"Duvbo, Sundbybergs kommun",86975.0,5.0,Såld 2022-03-31,0.0
35.7,Sankt Mickelsgatan 171,12750000.0,"[59.29176, 17.9562721]",14000000,10.0,853.0,206.0,"Mälarhöjden - Hägersten, Stockholms kommun",67961.0,6.0,Såld 2022-03-31,86.0
36.7,Kryddkrämarbacken 26,8595000.0,"[59.2924460077, 17.9495030808]",12050000,40.0,547.0,126.0,"Mälarhöjden, Stockholms kommun",95635.0,6.0,Såld 2022-03-31,32.0
37.7,Egilsvägen 34,9950000.0,"[59.342514, 17.91428]",11200000,13.0,488.0,88.0,"Norra Ängby, Stockholms kommun",127273.0,7.0,Såld 2022-03-31,60.0
38.7,Loviselundsvägen 132,8750000.0,"[59.3735237, 17.8230019]",8750000,0.0,920.0,150.0,"Hässelby Södra Villastad, Stockholms kommun",58333.0,5.0,Såld 2022-03-31,36.0
39.7,Victor Balcks väg 167,6795000.0,"[59.26707071252829, 18.091682261971446]",7850000,16.0,464.0,72.0,"Tallkrogen, Stockholms kommun",109028.0,5.0,Såld 2022-03-31,54.0
40.7,Täbylundsvägen 86,6975000.0,"[59.3720866376, 17.8976797208]",7500000,8.0,774.0,223.0,"Spånga - Flysta, Stockholms kommun",33632.0,8.0,Såld 2022-03-30,22.0
41.7,Järnavägen 35,7700000.0,"[59.2710410809, 18.0372001987]",8430000,9.0,644.0,172.0,"Örby, Stockholms kommun",49012.0,6.0,Såld 2022-03-30,24.0
42.7,Mellangårdsvägen 12,8500000.0,"[59.4191839867, 17.9454703913]",8575000,1.0,767.0,126.0,"Fågelsången, Sollentuna kommun",68056.0,5.0,Såld 2022-03-30,0.0
43.7,Tätörtsgränd 26,6895000.0,"[59.38324, 17.80101]",7300000,6.0,470.0,156.0,"Hässelby - Norra Villastad, Stockholms kommun",46795.0,5.0,Såld 2022-03-30,9.0
44.7,Sofiebergsvägen 13,9395000.0,"[59.24967, 18.02025]",9800000,4.0,1101.0,200.0,"Stuvsta, Huddinge kommun",49000.0,8.0,Såld 2022-03-30,104.0
45.7,Inspektorsbacken 22,8875000.0,"[59.374884011196734, 17.87730813305595]",9800000,10.0,1058.0,125.0,"Vällingby Nälsta, Stockholms kommun",78400.0,5.0,Såld 2022-03-30,125.0
46.7,Plantskolevägen 5,17000000.0,"[59.284730007770925, 18.0776606631579]",19700000,16.0,421.0,147.0,"Gamla Enskede, Stockholms kommun",134014.0,7.0,Såld 2022-03-30,73.0
47.7,Hjärtervägen 22,7995000.0,"[59.2382013638, 18.1281266801]",10300000,29.0,1606.0,256.0,"Trångsund, Huddinge kommun",40234.0,8.0,Såld 2022-03-30,52.0
48.7,Uddeholmsvägen 210B,11750000.0,"[59.27825507989007, 18.0507295274668]",15000000,28.0,496.0,134.0,"Stureby, Stockholms kommun",111940.0,7.0,Såld 2022-03-30,61.0
49.7,Jomsborgsvägen 9,12300000.0,"[59.3460121, 17.9054623]",14500000,18.0,480.0,130.0,"Bromma - Norra Ängby, Stockholms kommun",111538.0,7.0,Såld 2022-03-29,70.0
0.8,Malmvägen 71,5475000.0,"[59.2805977, 17.9556866]",6000000,10.0,229.0,110.0,"Segeltorp, Huddinge kommun",54545.0,,Såld 2022-03-29,10.0
1.8,Sätthammarvägen 11B,5450000.0,"[59.2803539875, 17.9398378555]",6900000,27.0,10205.0,68.0,"Segeltorp, Huddinge kommun",101471.0,6.0,Såld 2022-03-29,62.0
2.8,Pliggvägen 16,6500000.0,"[59.2870761522, 18.0134696252]",7700000,18.0,620.0,85.0,"Solberga, Stockholms kommun",90588.0,5.0,Såld 2022-03-29,85.0
3.8,Siggedalsvägen 16,11200000.0,"[59.3392575395, 17.9662513733]",11200000,0.0,,127.0,"Ulvsunda, Stockholms kommun",88189.0,5.0,Såld 2022-03-29,0.0
4.8,Gripsholmsvägen 9,8875000.0,"[59.2833549825593, 18.0325774954072]",11500000,30.0,816.0,119.0,"Älvsjö-Örby Slott, Stockholms kommun",96639.0,6.0,Såld 2022-03-29,70.0
5.8,Mosskroken 18,14995000.0,"[59.32965, 17.95879]",14200000,5.0,,155.0,"Stora Mossen, Stockholms kommun",91613.0,5.0,Såld 2022-03-28,0.0
6.8,Medelpadsgatan 5,6490000.0,"[59.35816, 17.8893528]",7700000,19.0,478.0,66.0,"Vällingby - Råcksta, Stockholms kommun",116667.0,5.0,Såld 2022-03-28,66.0
7.8,Viltorpsbacken 81,5500000.0,"[59.37281, 17.8643017]",6200000,13.0,353.0,126.0,"Vällingby - Vinsta, Stockholms kommun",49206.0,5.0,Såld 2022-03-28,4.0
8.8,Norlindsvägen 25,8495000.0,"[59.3553520745678, 17.9147884910278]",8700000,2.0,612.0,65.0,"Bromma Kyrka, Stockholms kommun",133846.0,45.0,Såld 2022-03-28,70.0
9.8,Sångmöstigen 3,29900000.0,"[59.32189, 17.94161]",31100000,4.0,1090.0,240.0,"Bromma Höglandet, Stockholms kommun",129583.0,9.0,Såld 2022-03-27,111.0
10.8,Blackstavägen 3,9950000.0,"[59.2734566, 18.0301266]",12177000,22.0,902.0,165.0,"Älvsjö / Örby, Stockholms kommun",73800.0,6.0,Såld 2022-03-26,7.0
11.8,Täbylundsvägen 10,7250000.0,"[59.3681335, 17.890461]",7485000,3.0,598.0,154.0,"Spånga - Nälsta, Stockholms kommun",48604.0,6.0,Såld 2022-03-25,110.0
12.8,Hjortronvägen 3,7995000.0,"[59.3594213756, 17.9089722611]",8350000,4.0,348.0,112.0,"Eneby, Stockholms kommun",74554.0,5.0,Såld 2022-03-25,41.0
13.8,Vallörtsgränd 15,8500000.0,"[59.38139905416564, 17.840485662201367]",8500000,0.0,771.0,176.0,"Vällingby Kälvesta, Stockholms kommun",48295.0,7.0,Såld 2022-03-25,24.0
14.8,Boxergränd 38,5700000.0,"[59.26279418927065, 18.1127375988058]",7000000,23.0,285.0,139.0,"Sköndal, Stockholms kommun",50360.0,5.0,Såld 2022-03-25,0.0
15.8,Krokanvägen 10,7195000.0,"[59.25426554198781, 18.10192029831197]",7550000,5.0,546.0,90.0,"Sköndal, Stockholms kommun",83889.0,8.0,Såld 2022-03-24,80.0
16.8,Stupvägen 2B,8650000.0,"[59.2266740380685, 18.18965898544003]",9400000,9.0,924.0,172.0,"Fornudden - Persudde, Tyresö kommun",54651.0,5.0,Såld 2022-03-24,0.0
17.8,Näckvägen 4A,7500000.0,"[59.416378, 17.9513187]",9000000,20.0,1005.0,141.0,"Fågelsången, Sollentuna kommun",63830.0,7.0,Såld 2022-03-24,131.0
18.8,Blåvingevägen 1,11750000.0,"[59.27094, 17.9816265]",13730000,17.0,814.0,160.0,"ÄLVSJÖ, Stockholms kommun",85813.0,6.0,Såld 2022-03-24,69.0
19.8,Lammholmsbacken 30,4490000.0,"[59.2695465, 17.8952961]",5150000,15.0,494.0,112.0,"Skärholmen, Stockholms kommun",45982.0,4.0,Såld 2022-03-24,19.0
20.8,Viltorpsbacken 73,6790000.0,"[59.37282908885144, 17.865147157774658]",6790000,0.0,550.0,126.0,"Vinsta, Stockholms kommun",53889.0,6.0,Såld 2022-03-24,83.0
21.8,Knektvägen 4B,6425000.0,"[59.229461853040235, 18.202083799944436]",7550000,18.0,936.0,108.0,"Trollbäcken/Hanviken, Tyresö kommun",69907.0,7.0,Såld 2022-03-24,121.0
22.8,Brättnevägen 8,12000000.0,"[59.2765261726626, 18.0570819583772]",16100000,34.0,982.0,218.0,"Stureby, Stockholms kommun",73853.0,6.0,Såld 2022-03-24,45.0
23.8,Sockenvägen 452,11500000.0,"[59.27890023050712, 18.087382125949812]",12500000,9.0,453.0,118.0,"Gamla Enskede, Stockholms kommun",105932.0,7.0,Såld 2022-03-24,65.0
24.8,Tapetserarvägen 35,10500000.0,"[59.33178, 17.9418964]",11900000,13.0,727.0,76.0,"Bromma - Olovslund, Stockholms kommun",156579.0,5.0,Såld 2022-03-23,60.0
25.8,Chronas väg 21,6495000.0,"[59.277582902233775, 17.947496295021935]",7050000,9.0,897.0,96.0,"Huddinge - Segeltorp, Huddinge kommun",73438.0,7.0,Såld 2022-03-23,49.0
26.8,Patron Bergs väg 12,6300000.0,"[59.27399, 17.9272671]",7150000,13.0,841.0,70.0,"Segeltorp, Huddinge kommun",102143.0,5.0,Såld 2022-03-23,66.0
27.8,Guttormsvägen 8,13900000.0,"[59.329277, 17.9338]",14000000,1.0,656.0,152.0,"Bromma Nockeby, Stockholms kommun",92105.0,6.0,Såld 2022-03-23,58.0
28.8,Nidälvsgränd 35,9250000.0,"[59.270584969659446, 18.139277521341928]",9650000,4.0,560.0,99.0,"Bagarmossen, Stockholms kommun",97475.0,5.0,Såld 2022-03-23,67.0
29.8,Blomsterkungsvägen 390,4975000.0,"[59.391523452517816, 17.805135233126762]",5750000,16.0,288.0,126.0,"Hässelby Norra Villastad, Stockholms kommun",45635.0,6.0,Såld 2022-03-22,10.0
30.8,Sexmansvägen 12,7895000.0,"[59.2594948, 17.9861126]",9150000,16.0,1658.0,139.0,"Snättringe, Huddinge kommun",65827.0,5.0,Såld 2022-03-22,25.0
31.8,Kexvägen 15,6995000.0,"[59.25605, 18.10194]",9200000,32.0,532.0,93.0,"Sköndal - Kakstan, Stockholms kommun",98925.0,10.0,Såld 2022-03-22,70.0
32.8,Tallåsvägen 25,6995000.0,"[59.3740925574733, 17.9199347675262]",6830000,2.0,1083.0,150.0,"Spånga -  Bromsten, Stockholms kommun",45533.0,5.0,Såld 2022-03-22,11.0
33.8,Medelpadsgatan 24,6495000.0,"[59.359417, 17.8908558]",7500000,15.0,575.0,67.0,"Vällingby - Råcksta, Stockholms kommun",111940.0,5.0,Såld 2022-03-21,67.0
34.8,Skogsbrynsvägen 5B,7200000.0,"[59.25343, 18.00594]",7200000,0.0,1368.0,90.0,"Stuvsta Segersminne, Huddinge kommun",80000.0,3.0,Såld 2022-03-21,45.0
35.8,Furuvägen 4,8995000.0,"[59.22285106774492, 18.180928620715807]",9700000,8.0,939.0,235.0,"Fornudden, Tyresö kommun",41277.0,7.0,Såld 2022-03-21,33.0
36.8,Polovägen 13,7950000.0,"[59.2667123367625, 18.095037647731477]",8870000,12.0,488.0,65.0,"Enskede / Tallkrogen - Gubbängen, Stockholms kommun",136462.0,5.0,Såld 2022-03-19,78.0
37.8,Lammholmsbacken 108,4490000.0,"[59.2695656, 17.8926144]",5300000,18.0,381.0,128.0,"Skärholmen, Stockholms kommun",41406.0,6.0,Såld 2022-03-18,0.0
38.8,Träningsvägen 7,8495000.0,"[59.2694664, 18.0869656]",9750000,15.0,336.0,92.0,"Tallkrogen, Stockholms kommun",105978.0,5.0,Såld 2022-03-18,51.0
39.8,Wadköpingsvägen 18,12900000.0,"[59.3327026, 17.9172649]",13650000,6.0,514.0,144.0,"Bromma Nockebyhov, Stockholms kommun",94792.0,6.0,Såld 2022-03-18,72.0
40.8,Hirdvägen 21,9200000.0,"[59.3506557901, 17.8914113693]",9700000,5.0,431.0,75.0,"Norra Ängby, Stockholms kommun",129333.0,6.0,Såld 2022-03-17,75.0
41.8,Blomsterkungsvägen 163,5050000.0,"[59.3892947365, 17.804149496]",5050000,0.0,311.0,138.0,"Hässelby Norra Villastad, Stockholms kommun",36594.0,5.0,Såld 2022-03-17,0.0
42.8,Jomsborgsvägen 27,8975000.0,"[59.34442, 17.9037552]",9430000,5.0,349.0,66.0,"Bromma - Norra Ängby, Stockholms kommun",142879.0,6.0,Såld 2022-03-17,62.0
43.8,Victor Balcks väg 157,8495000.0,"[59.267838527178476, 18.091137492814525]",9820000,16.0,478.0,101.0,"Tallkrogen, Stockholms kommun",97228.0,6.0,Såld 2022-03-17,95.0
44.8,Vretvägen 7A,11800000.0,"[59.35431, 17.9110432]",14775000,25.0,704.0,206.0,"Bromma - Bromma Kyrka, Stockholms kommun",71723.0,7.0,Såld 2022-03-16,124.0
45.8,Meteorvägen 19B,6395000.0,"[59.3813858, 17.8291321]",6450000,1.0,791.0,146.0,"Skälby, Järfälla kommun",44178.0,7.0,Såld 2022-03-16,20.0
46.8,Borevägen 7A,9800000.0,"[59.2467041, 18.2119026]",10300000,5.0,804.0,186.0,"Lindalen, Tyresö kommun",55376.0,7.0,Såld 2022-03-16,0.0
47.8,Vädurens väg 24,7795000.0,"[59.38778966036401, 17.829690972001696]",8700000,12.0,1029.0,189.0,"Skälby, Järfälla kommun",46032.0,6.0,Såld 2022-03-16,27.0
48.8,Beckombergavägen 210,6995000.0,"[59.35481, 17.90155]",7100000,2.0,341.0,70.0,"Bromma / Beckomberga, Stockholms kommun",101429.0,6.0,Såld 2022-03-16,60.0
49.8,Båtsman Stens väg 25,6475000.0,"[59.383429027404084, 17.923129866877925]",7450000,15.0,999.0,104.0,"Bromsten, Stockholms kommun",71635.0,6.0,Såld 2022-03-16,58.0
0.9,Doktor Robertsons väg 10,6500000.0,"[59.38051, 17.91982]",6900000,6.0,640.0,83.0,"Spånga - Bromsten, Stockholms kommun",83133.0,5.0,Såld 2022-03-16,83.0
1.9,Smörbrödsvägen 6,9400000.0,"[59.2544327, 18.1085281]",9400000,0.0,632.0,102.0,"Sköndal - Kakstan, Stockholms kommun",92157.0,6.0,Såld 2022-03-15,118.0
2.9,Bokvägen 25,10900000.0,"[59.41200309426195, 17.950813662877216]",11100000,2.0,11125.0,248.0,"Helenelund, Sollentuna kommun",44758.0,9.0,Såld 2022-03-15,4.0
3.9,Långlötsvägen 6,12995000.0,"[59.3719864, 17.96134]",15000000,15.0,687.0,141.0,"Duvbo, Sundbybergs kommun",106383.0,4.0,Såld 2022-03-15,27.0
4.9,Barrstigen 3,10700000.0,"[59.3359983497111, 17.9638207096795]",10700000,0.0,500.0,108.0,"Ulvsunda, Stockholms kommun",99074.0,7.0,Såld 2022-03-15,83.0
5.9,Villavägen 22A,9800000.0,"[59.4238853, 17.9347019]",11800000,20.0,735.0,1795.0,"Töjnan, Sollentuna kommun",65738.0,7.0,Såld 2022-03-14,12.0
6.9,Dalgårdsvägen 26,12895000.0,"[59.28551500630164, 18.101447545437225]",13600000,5.0,556.0,135.0,"Enskededalen, Stockholms kommun",100741.0,6.0,Såld 2022-03-14,42.0
7.9,Dalvägen 80,6475000.0,"[59.27912, 17.9520512]",7150000,10.0,176.0,102.0,"Segeltorp, Huddinge kommun",70098.0,5.0,Såld 2022-03-14,50.0
8.9,Stugvägen 28,12000000.0,"[59.3308272783, 17.9422446139]",12000000,0.0,436.0,86.0,"Olovslund, Stockholms kommun",139535.0,5.0,Såld 2022-03-14,38.0
9.9,Terserusvägen 9,22500000.0,"[59.35525, 17.9170475]",20200000,10.0,858.0,153.0,"Bromma Bromma Kyrka, Stockholms kommun",132026.0,7.0,Såld 2022-03-13,56.0
10.9,Berghamnsvägen 41,7975000.0,"[59.3743225293, 17.8128257013]",8900000,12.0,600.0,220.0,"Hässelby Södra Villastad, Stockholms kommun",40455.0,7.0,Såld 2022-03-12,36.0
11.9,Tjädervägen 13,8700000.0,"[59.26723826015274, 17.956249049376947]",8700000,0.0,1143.0,127.0,"Segeltorp, Huddinge kommun",68504.0,5.0,Såld 2022-03-11,127.0
12.9,Kärvbacken 11,6995000.0,"[59.37566, 17.9084415]",7800000,12.0,609.0,148.0,"Spånga, Sundby, Stockholms kommun",52703.0,5.0,Såld 2022-03-11,12.0
13.9,Blodboksgränd 14,5995000.0,"[59.3905754, 17.8093529]",6500000,8.0,906.0,71.0,"Hässelby Norra Villastad, Stockholms kommun",91549.0,4.0,Såld 2022-03-11,66.0
14.9,Kometvägen 9,6490000.0,"[59.388298, 17.8469753]",6900000,6.0,855.0,113.0,"Skälby, Järfälla kommun",61062.0,5.0,Såld 2022-03-11,137.0
15.9,Börjesonsvägen 5,12000000.0,"[59.33893238306386, 17.89676647353154]",15550000,30.0,729.0,132.0,"Södra Ängby, Stockholms kommun",117803.0,7.0,Såld 2022-03-11,54.0
16.9,Småbrukarvägen 46C,1475000.0,"[59.3704400502, 17.9164910447]",1490000,1.0,,21.0,"Spånga - Sundby, Stockholms kommun",70952.0,2.0,Såld 2022-03-10,12.0
17.9,Höjdvägen 15B,8500000.0,"[59.2269498088, 18.1887852471]",8500000,0.0,1602.0,116.0,"Persudde, Tyresö kommun",73276.0,4.0,Såld 2022-03-09,0.0
18.9,Forsfararvägen 4,7495000.0,"[59.23477267905964, 18.130713192026384]",9300000,24.0,1530.0,121.0,"Trångsund, Huddinge kommun",76860.0,6.0,Såld 2022-03-09,25.0
19.9,Själlandsgatan 85,3595000.0,"[59.39785178704126, 17.93670002843043]",4200000,17.0,327.0,76.0,"Kista, Stockholms kommun",55263.0,3.0,Såld 2022-03-09,0.0
20.9,Wormsövägen 17,11000000.0,"[59.28387964190992, 18.062244774570317]",13500000,23.0,573.0,99.0,"Enskedefältet, Stockholms kommun",136364.0,6.0,Såld 2022-03-09,48.0
21.9,Byvägen 7,7475000.0,"[59.3647239611102, 17.906590579369944]",7475000,0.0,896.0,148.0,"Spånga Sundby, Stockholms kommun",50507.0,11.0,Såld 2022-03-08,206.0
22.9,Skrakvägen 5,5995000.0,"[59.2741928, 17.9509163]",7200000,20.0,806.0,146.0,"Segeltorp, Huddinge kommun",49315.0,8.0,Såld 2022-03-08,75.0
23.9,Långkärrsvägen 3,7650000.0,"[59.24555453498189, 18.013427413747348]",8400000,10.0,1150.0,140.0,"Stuvsta, Huddinge kommun",60000.0,5.0,Såld 2022-03-07,30.0
24.9,"Mariehällsvägen 22, eget hus ",6495000.0,"[59.36131, 17.957603]",7000000,8.0,,88.0,"Mariehäll, Stockholms kommun",79545.0,3.0,Såld 2022-03-04,0.0
25.9,Kälkbacken 3,9295000.0,"[59.3753624, 17.8936119]",10300000,11.0,1224.0,134.0,"Spånga Solhem, Stockholms kommun",76866.0,5.0,Såld 2022-03-04,43.0
26.9,Parkvägen 26,6950000.0,"[59.22368242673653, 18.187198507653115]",6875000,1.0,443.0,144.0,"Fornudden, Tyresö kommun",47743.0,8.0,Såld 2022-03-04,76.0
27.9,Lievägen 20,6495000.0,"[59.2832832, 17.98737]",7550000,16.0,602.0,68.0,"Älvsjö Långbro, Stockholms kommun",111029.0,4.0,Såld 2022-03-03,34.0
28.9,Giggvägen 15,7500000.0,"[59.2848960272, 17.9774011451]",8300000,11.0,558.0,68.0,"Älvsjö/Långbro, Stockholms kommun",122059.0,4.0,Såld 2022-03-03,68.0
29.9,Danavägen 40,9025000.0,"[59.3516, 17.8911266]",9025000,0.0,487.0,93.0,"Norra Ängby, Stockholms kommun",97043.0,7.0,Såld 2022-03-03,66.0
30.9,Sveavägen 19,8500000.0,"[59.4193573, 17.9366646]",9000000,6.0,1140.0,163.0,"Töjnan/Tureberg, Sollentuna kommun",55215.0,7.0,Såld 2022-03-03,88.0
31.9,Vadsbrovägen 19,7700000.0,"[59.2689828358752, 18.03251715504417]",9300000,21.0,569.0,74.0,"Örby, Stockholms kommun",125676.0,5.0,Såld 2022-03-02,70.0
32.9,Linbodavägen 115,6250000.0,"[59.274300901, 17.9854646569]",7450000,19.0,600.0,67.0,"Älvsjö/Herrängen, Stockholms kommun",111194.0,4.0,Såld 2022-03-02,61.0
33.9,Flötviksvägen 9A,8995000.0,"[59.3784142, 17.8016167]",8995000,0.0,687.0,140.0,"Hässelby Södra Villastad, Stockholms kommun",64250.0,6.0,Såld 2022-03-02,60.0
34.9,Poppelvägen 11A,7775000.0,"[59.39556, 17.865984]",9000000,16.0,827.0,228.0,"Järfälla Barkarby, Järfälla kommun",39474.0,8.0,Såld 2022-03-02,16.0
35.9,Skydraget 15,9975000.0,"[59.37639609311378, 17.901682070518607]",9900000,1.0,1120.0,152.0,"Spånga Solhem, Stockholms kommun",65132.0,6.0,Såld 2022-03-02,84.0
36.9,Granvägen 8A,6975000.0,"[59.22435051109092, 18.187990228249653]",7850000,13.0,996.0,157.0,"Fornudden, Tyresö kommun",50000.0,6.0,Såld 2022-03-01,64.0
37.9,Danielsvägen 11,10495000.0,"[59.31423, 18.1600132]",12500000,19.0,911.0,160.0,"Vikdalen, Nacka kommun",78125.0,5.0,Såld 2022-02-28,0.0
38.9,Jakobslundsvägen 9,6875000.0,"[59.27766, 17.9515266]",7450000,8.0,801.0,149.0,"Segeltorp, Huddinge kommun",50000.0,5.0,Såld 2022-02-27,45.0
39.9,Pettersbergsvägen 18b,12995000.0,"[59.3032341, 17.9555111]",15500000,19.0,883.0,195.0,"Mälarhöjden, Stockholms kommun",79487.0,7.0,Såld 2022-02-27,71.0
40.9,Fyrklöversbackarna 1,8495000.0,"[59.3672689363, 17.8234286109]",8600000,1.0,605.0,139.0,"Hässelby Södra Villastad, Stockholms kommun",61871.0,7.0,Såld 2022-02-25,115.0
41.9,Hermelinstigen 8,24500000.0,"[59.3340569, 17.9615421]",25000000,2.0,727.0,281.0,"Bromma - Stora Mossen, Stockholms kommun",88968.0,8.0,Såld 2022-02-25,82.0
42.9,Svampvägen 145,14600000.0,"[59.2797204715327, 18.082009194502476]",15400000,5.0,903.0,162.0,"Gamla Enskede, Stockholms kommun",95062.0,6.0,Såld 2022-02-25,94.0
43.9,Hagtornsvägen 33,15895000.0,"[59.278087082802976, 18.112684017076088]",15700000,1.0,763.0,137.0,"Enskededalen, Stockholms kommun",114599.0,8.0,Såld 2022-02-25,70.0
44.9,Sadelvägen 3B,12150000.0,"[59.4324135404, 17.9349904381]",12150000,0.0,844.0,172.0,"Tureberg, Sollentuna kommun",70640.0,8.0,Såld 2022-02-25,30.0
45.9,Blackensvägen 63,9500000.0,"[59.2829447557, 17.9931258364]",11760000,24.0,624.0,164.0,"Älvsjö/Långbro, Stockholms kommun",71707.0,8.0,Såld 2022-02-25,70.0
46.9,Sätragårdsvägen 267,7295000.0,"[59.28763, 17.9020538]",7295000,0.0,618.0,125.0,"Sätra, Stockholms kommun",58360.0,,Såld 2022-02-25,81.0
47.9,Myntvägen 11B,9795000.0,"[59.392398241832566, 17.855415529146335]",10200000,4.0,700.0,172.0,"Skälby, Järfälla kommun",59302.0,6.0,Såld 2022-02-25,36.0
48.9,Fyndevägen 5,11950000.0,"[59.4293953737, 17.9294253117]",13000000,9.0,1307.0,174.0,"Töjnan, Sollentuna kommun",74713.0,8.0,Såld 2022-02-24,90.0
49.9,Skogsvägen 38,12495000.0,"[59.2792205936, 18.0882936191]",15000000,20.0,691.0,137.0,"Gamla Enskede, Stockholms kommun",109489.0,5.0,Såld 2022-02-24,64.0
